YEAR,DOY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_PAR_TOT,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_LW_DWN,GWETROOT,GWETTOP,QV2M,RH2M,PRECTOTCORR
2020,61,10.5,13.24,17.24,65.84,54.7,-3.44,-4.27,-3.86,-3.6,5.53,-0.12,-5.65,237.84,0.67,0.67,2.81,96.12,0.03
2020,62,7.89,12.05,17.53,60.49,45.98,-5.26,-6.05,-5.66,-5.46,5.49,-2.54,-8.03,255.24,0.67,0.67,2.44,97.19,0.65
2020,63,12.74,13.72,17.83,67.23,62.77,-9.04,-9.99,-9.52,-9.21,10.85,-3.99,-14.84,219.72,0.67,0.67,1.77,96.12,0.11
2020,64,12.97,13.1,18.12,65.35,63.91,-6.26,-7.02,-6.64,-6.23,10.12,-0.83,-10.95,231.13,0.67,0.67,2.32,97.44,0.06
2020,65,11.53,13.6,18.42,66.94,59.97,-8.49,-9.34,-8.92,-8.87,14.27,-3.35,-17.63,231.48,0.67,0.67,1.95,96.69,0.61
2020,66,14.94,15.08,18.72,72.61,71.27,-14.77,-15.69,-15.23,-14.86,9.26,-11.45,-20.71,190.62,0.67,0.67,1.04,94.94,0.27
2020,67,14.12,14.94,19.02,73.23,69.5,-17.1,-17.73,-17.42,-16.99,7.24,-13.9,-21.14,197.05,0.67,0.67,0.85,96.31,0.06
2020,68,13.3,15.19,19.32,74.23,67.26,-11.11,-12.5,-11.81,-11.24,10.36,-5.7,-16.06,224.51,0.67,0.67,1.4,92.12,0
2020,69,10.1,14.17,19.62,70.01,55.11,-7.45,-8.88,-8.17,-7.61,7.72,-3.26,-10.98,256.47,0.67,0.67,1.95,92.25,0.13
2020,70,11.24,14.8,19.93,75.92,61.99,-4.75,-5.6,-5.17,-4.92,6.72,-0.9,-7.62,288.63,0.67,0.67,2.56,96.62,0.93
2020,71,14.72,15.3,20.23,77.27,74.09,-5.15,-5.85,-5.49,-5.13,8.71,-0.35,-9.06,255.6,0.67,0.67,2.5,97.5,0.11
2020,72,16.08,15.86,20.54,78.8,78.7,-6.66,-7.46,-7.06,-6.8,9.94,-0.87,-10.81,242.67,0.67,0.67,2.2,97.06,0.05
2020,73,15.95,15.95,20.84,78.29,77.49,-7.36,-8.27,-7.81,-7.56,11.93,-1.1,-13.02,230.04,0.67,0.67,2.08,96.31,0.03
2020,74,11.9,15.36,21.15,78.47,65.97,-3.66,-4.31,-3.99,-3.77,9.41,0.39,-9.02,269.47,0.67,0.67,2.93,96.88,0.07
2020,75,11.48,14.96,21.46,75.83,62.71,0.05,-0.57,-0.26,-0.3,1.72,0.65,-1.06,273.82,0.67,0.71,3.78,95.56,0.13
2020,76,12.49,15.68,21.77,77.78,65.05,-2.32,-3.45,-2.88,-2.92,5.62,0.12,-5.49,270.14,0.69,0.74,3.05,93.44,0.04
2020,77,12.62,14.54,22.08,73.74,66.32,-2.36,-3.35,-2.85,-2.75,6.44,0.27,-6.17,268.7,0.7,0.72,3.05,94.56,1.93
2020,78,15.81,16.27,22.39,79.61,76.99,-5.46,-6.23,-5.85,-5.26,5.77,-2.08,-7.86,245.57,0.7,0.71,2.44,97.5,0.24
2020,79,15.07,16.01,22.7,77.64,73.59,-4.18,-4.83,-4.51,-4.07,7.08,-0.11,-7.19,255.86,0.7,0.7,2.75,97.69,0.12
2020,80,15.38,16.01,23.01,76.96,73.93,-3.82,-5.11,-4.46,-4.05,9.76,0.05,-9.7,253.4,0.7,0.71,2.75,92.62,0.05
2020,81,12.99,15.66,23.32,79.69,69.35,-0.77,-1.65,-1.21,-1.13,2.65,0.41,-2.24,286.64,0.7,0.73,3.54,94.25,1.42
2020,82,16.04,17.48,23.63,85.74,79.28,-3.17,-4.53,-3.85,-3.44,5.69,-0.65,-6.34,262.27,0.7,0.73,2.81,92.25,0.38
2020,83,12.95,16.86,23.94,81.76,67.62,-5.74,-6.79,-6.27,-6.01,6.73,-2.66,-9.38,263.87,0.7,0.72,2.26,95.31,0.84
2020,84,17.35,18.66,24.26,90.2,84.84,-8.31,-10.55,-9.43,-8.07,8.15,-4.64,-12.78,228.91,0.7,0.72,1.65,86.75,0.08
2020,85,18.45,19.06,24.57,92.51,89.14,-10.49,-12.06,-11.27,-11.76,11.36,-4.74,-16.1,229.5,0.7,0.72,1.46,90.81,0.01
2020,86,17.86,19.04,24.88,92.13,86.52,-9.13,-10.03,-9.58,-9.77,13.34,-2.74,-16.07,224.93,0.7,0.72,1.77,95.25,0.03
2020,87,12.29,18.1,25.19,90.1,67.03,-4.17,-5.35,-4.77,-4.48,9.52,0.32,-9.2,267.34,0.7,0.73,2.69,93.06,0.39
2020,88,16.97,19.29,25.5,95.01,85.61,-2.89,-4.33,-3.61,-3.34,7.66,0.23,-7.44,260.98,0.71,0.75,2.81,91.75,0.18
2020,89,17.97,18.6,25.81,92.48,88.91,-4.24,-5.32,-4.77,-4.41,8.91,0.16,-8.75,248.37,0.72,0.78,2.62,94.31,0.05
2020,90,18.98,18.85,26.12,93.34,92.77,-4.47,-5.73,-5.1,-5.03,9.11,0.26,-8.85,241.8,0.73,0.8,2.56,92.88,0
2020,91,19.34,19.31,26.42,95.33,94.37,-4.51,-6.49,-5.5,-6.04,11.21,0.4,-10.81,245.04,0.76,0.83,2.44,87.31,0
2020,92,18.96,20.13,26.73,97.35,91.85,-3.31,-5.27,-4.29,-4.49,11.11,0.62,-10.49,255.09,0.77,0.84,2.75,87.31,0.04
2020,93,18.05,18.31,27.04,92.15,90.3,0.78,0.12,0.45,-0.07,4.12,2.26,-1.86,277.98,0.8,0.88,3.97,95.31,0.23
2020,94,17.39,19.87,27.34,95.62,84.27,-3.26,-6.2,-4.73,-4.35,9.34,0.85,-8.49,249.96,0.82,0.87,2.44,82,0
2020,95,16.95,18.26,27.65,91.5,85.16,2.12,-0.1,1.01,1.05,16.93,10.01,-6.92,287.88,0.83,0.88,4.09,86.5,0
2020,96,10.31,19.21,27.95,97.36,56.69,3.55,2.47,3.01,3.26,6.59,7.83,1.24,321.25,0.84,0.86,4.7,92.94,1.97
2020,97,16.79,19.68,28.25,97.23,83.82,4.24,1.26,2.75,4.62,8.25,9.46,1.22,283.85,0.84,0.84,4.27,82.5,0.23
2020,98,8.33,19.09,28.55,94.58,45.28,3.13,-0.5,1.32,3.15,14.42,11.05,-3.38,312.23,0.84,0.84,3.91,78.12,1.43
2020,99,16.95,21.23,28.85,101.38,82.65,-2.17,-6.55,-4.36,-1.74,4.32,-0.09,-4.41,240.66,0.83,0.84,2.38,72.94,0.43
2020,100,15.04,20.62,29.14,98.15,73.77,-2.29,-6.19,-4.24,-1.53,4.98,-0.02,-5,249.41,0.83,0.84,2.38,75.5,0.11
2020,101,13.96,19.84,29.44,95.51,69.14,1.8,-1.36,0.22,1.89,11.85,8.32,-3.53,271.04,0.83,0.84,3.54,81.5,0.02
2020,102,20.14,20.92,29.73,103.04,99.13,5.49,0.73,3.11,5.89,13.3,11.91,-1.38,265.09,0.83,0.83,4.09,74.44,0
2020,103,15.91,20.57,30.02,102.37,81.08,5.87,0.59,3.23,5.36,11.93,12.99,1.06,294.41,0.82,0.83,4.15,70.31,0.02
2020,104,21.72,22.25,30.31,110.23,107.48,6.69,-0.14,3.28,6.33,15.04,14.12,-0.92,268.61,0.82,0.82,3.91,65,0
2020,105,8.63,20.82,30.6,102.27,46.71,2.16,-1.34,0.41,1.79,8.09,5.97,-2.12,295.79,0.82,0.84,3.54,79.38,2.71
2020,106,17.06,21.95,30.88,107.27,85.04,3.38,-0.87,1.26,3.58,10.9,8.76,-2.13,290.76,0.82,0.83,3.66,75.44,0.26
2020,107,20.1,22.11,31.17,109.7,99.95,7.31,0.31,3.81,7.08,12.12,14.05,1.94,288.54,0.81,0.82,3.97,64.62,0.03
2020,108,23.54,23.64,31.45,117.72,117.06,8.2,0.15,4.18,7.92,15.7,15.83,0.12,270.44,0.81,0.81,3.97,60.06,0
2020,109,20.16,22.26,31.72,111.14,100.54,10.23,3.06,6.65,9.6,14.84,17.87,3.03,291.95,0.8,0.8,4.94,63.69,0
2020,110,21.53,22.53,32,112.68,107.48,12.23,5.26,8.74,11.36,13.18,18.5,5.31,298.38,0.8,0.8,5.74,64.81,0.01
2020,111,20.45,22.44,32.27,112.55,102.48,12.9,7.49,10.19,13.33,16.19,21.66,5.48,306.2,0.8,0.8,6.65,73.44,0.06
2020,112,20.98,23.12,32.54,116.86,105.97,14.64,7.51,11.07,14.24,15.55,23.61,8.05,313.42,0.79,0.8,6.65,66,0
2020,113,23.92,24.12,32.81,121.55,120.29,14.89,5.62,10.26,14.5,18.51,23.62,5.12,308.58,0.78,0.78,5.92,58.25,0
2020,114,16.2,22,33.08,108.3,81.55,8.53,2.73,5.63,9.13,8.28,12.4,4.12,312.85,0.78,0.8,4.94,69.94,2.85
2020,115,6.87,21.05,33.34,104.64,37.99,4.93,2.19,3.56,5.25,7.09,8.08,0.99,312.01,0.79,0.81,4.64,82.88,3.77
2020,116,22.4,24.46,33.6,119.4,109.7,4.78,-1.34,1.73,4.94,13.53,11.08,-2.45,261.55,0.78,0.8,3.54,67.06,0
2020,117,24.82,25.02,33.86,122.95,121.7,8.72,0.77,4.74,9.37,15.7,15.95,0.25,266.58,0.78,0.79,4.15,61,0
2020,118,14.92,22.4,34.11,114.66,78.13,11.44,6.73,9.08,11.29,16.55,19.51,2.97,325.9,0.77,0.8,6.71,74.12,3.8
2020,119,10.85,21.03,34.36,109.13,58.66,15.65,14.17,14.91,15.87,9.05,20.8,11.74,366.39,0.8,0.89,10.62,90.75,27.66
2020,120,23.84,24.88,34.61,125.38,120.05,12.69,7.4,10.05,13.14,7.69,16.2,8.51,318.31,0.82,0.85,6.71,73.12,8.44
2020,121,20.16,25.05,34.86,124.03,99.75,8.75,3.44,6.1,9.37,6.26,12.19,5.93,312.36,0.82,0.84,5.07,71.62,2.69
2020,122,23.39,24.98,35.11,125.29,117.17,12.02,5.95,8.98,12.05,14.67,19.42,4.76,300.1,0.81,0.81,5.98,69.81,0.01
2020,123,22.28,25.74,35.35,130.16,112.88,13,6.85,9.93,12.46,13.86,19.7,5.84,313.48,0.8,0.81,6.35,69.88,0.09
2020,124,19.55,25.37,35.58,127.88,99.45,8.19,4.15,6.16,8.76,11.17,13.57,2.4,306.1,0.8,0.81,5.31,76.19,0.42
2020,125,16.28,27,35.81,133.74,81.85,4.16,-0.08,2.05,5.12,7.04,7.73,0.69,291.25,0.8,0.81,3.85,75.75,0.64
2020,126,27.3,27.12,36.04,134.53,135.31,5.83,-0.72,2.55,6.62,13.38,11.96,-1.42,254.19,0.8,0.8,3.66,65.75,0
2020,127,26.66,26.97,36.27,136.13,134.55,9.3,2.2,5.76,10.04,15.9,16.36,0.46,276.22,0.8,0.8,4.58,63.75,0
2020,128,27.37,27.65,36.48,137.36,136.04,12.48,3.62,8.05,12.53,14.58,19.55,4.97,281.38,0.79,0.79,5.07,57.56,0
2020,129,27.26,27.15,36.7,136.91,137.37,14.34,6.57,10.45,14.26,16.55,22.01,5.45,297.17,0.78,0.78,6.29,62.19,0
2020,130,27.9,27.89,36.91,140.08,140.07,15.69,6.3,10.99,15.39,12.66,22.2,9.55,298.45,0.77,0.77,6.1,57.38,0
2020,131,27.89,27.72,37.12,140.5,141.2,16.55,7.33,11.94,16.23,16.12,24.24,8.12,306.98,0.77,0.77,6.65,57.38,0
2020,132,25.71,26.7,37.32,139.58,134.2,19.76,11.54,15.65,18.93,11.95,24.57,12.62,339.26,0.76,0.77,8.85,60.12,0.12
2020,133,24.61,26.95,37.52,139.7,127.61,21.35,12.5,16.92,20.19,10.68,25.65,14.97,346.16,0.75,0.76,9.34,58.25,0.18
2020,134,25.11,26.6,37.72,134.88,127.07,21.96,11.82,16.89,20.69,11.86,27.3,15.44,345,0.74,0.75,8.97,54.38,0.01
2020,135,23.18,26.51,37.91,136.57,119.45,20.17,12.66,16.41,19.98,14.85,27.63,12.78,356.89,0.73,0.74,9.58,64.81,0.17
2020,136,10.09,26.81,38.1,139.1,55.87,13.83,10.6,12.21,14.05,5.62,16.62,11,354.18,0.73,0.76,8.3,81.38,1.91
2020,137,22.72,27.22,38.28,139.9,117.52,16.73,10.4,13.56,17.15,11.27,22.4,11.14,340.17,0.73,0.74,8.12,68.88,0.53
2020,138,21.82,27.4,38.46,141.71,113.86,17.48,11.13,14.3,17.69,10.8,21.98,11.19,346.13,0.73,0.73,8.54,68.44,1.19
2020,139,18.47,26.66,38.63,138.14,97.35,16.19,12.4,14.3,16.22,8.73,20.22,11.48,352.63,0.73,0.74,9.34,79.06,1.53
2020,140,15.37,27.19,38.8,136.96,79.34,12.26,7.27,9.77,12.84,6.47,14.33,7.87,339.27,0.72,0.73,6.71,73.38,0.17
2020,141,21.79,27.24,38.97,136.73,110.06,12.15,6.85,9.5,12.67,8.97,16.1,7.12,320.41,0.72,0.73,6.35,71.5,1.39
2020,142,23.41,28.84,39.13,143.1,116.38,11.13,3.48,7.31,12.06,7.59,14.27,6.69,314.54,0.72,0.73,5.13,62.62,1.56
2020,143,18.45,26.27,39.28,132.82,95.67,12.37,8.73,10.55,12.28,8.89,16.63,7.74,336.8,0.72,0.74,7.26,79.12,3.8
2020,144,22.85,26.89,39.43,140.77,120.28,17.75,12.98,15.36,17.28,14.79,24.59,9.8,345.41,0.72,0.73,9.64,75.12,0.06
2020,145,26.88,27.82,39.58,146.41,141.3,22.37,14.3,18.33,21.87,16.77,29.48,12.71,359.75,0.71,0.7,10.44,63.38,0
2020,146,28.05,28.42,39.72,149.55,147.58,24.39,14.26,19.33,23.72,14.84,31.15,16.3,367.16,0.7,0.69,10.38,56.25,0
2020,147,28.86,28.85,39.86,151.05,151.09,19.98,11.01,15.49,20.46,13.14,24.97,11.83,341.82,0.69,0.67,8.48,58.56,0
2020,148,29.96,29.9,39.99,150.62,151.02,14.13,6.44,10.29,15.44,11.12,20.37,9.26,301.13,0.68,0.66,6.1,62.94,0.03
2020,149,29.85,29.77,40.12,151.38,151.81,15.73,5.12,10.43,16.55,15.29,22.12,6.84,304.01,0.68,0.66,5.62,52.81,0
2020,150,24.94,29.07,40.24,149.55,128.8,18.85,8.38,13.62,19.24,15.98,26.52,10.55,345.17,0.67,0.65,7.26,54,0.04
2020,151,30.47,30.45,40.36,154.77,155.18,17.43,7.58,12.5,18.08,13.21,23.05,9.83,310.96,0.66,0.64,6.71,55.94,0
2020,152,29.52,29.88,40.47,153.57,151.93,21.33,10.69,16.01,21.33,21.27,31.15,9.89,335.13,0.66,0.63,8.61,54.38,0.01
2020,153,23.12,27.15,40.57,142.79,122.05,20.31,15.3,17.8,19.96,9.92,24.7,14.78,374.76,0.66,0.65,11.29,74.12,1.95
2020,154,27.92,29.48,40.67,151.61,143.88,18.98,10.38,14.68,19.59,12.89,24.55,11.65,339.01,0.66,0.62,8.12,60.12,0.05
2020,155,22.64,28.8,40.77,145.59,115.09,13.7,5.9,9.8,15.46,10.02,18.41,8.4,336.16,0.65,0.62,5.98,61.75,0.01
2020,156,21.94,30.15,40.86,149.17,109.39,11.32,2.25,6.79,12.71,10.99,16.55,5.55,311.96,0.65,0.62,4.64,56.12,0.12
2020,157,28.36,30.92,40.95,152.62,140.41,12.04,2.49,7.26,13.19,14.38,18.48,4.1,284.9,0.64,0.62,4.7,56,0
2020,158,29.28,30.74,41.02,154.29,146.99,15.88,6.08,10.98,16.94,15.7,22.64,6.93,302.35,0.64,0.61,6.04,56.69,0
2020,159,26.93,29.65,41.1,148.8,135.48,18.99,8.62,13.8,20.02,12.26,24.57,12.32,329.73,0.63,0.6,7.14,54.31,0
2020,160,28.73,30.29,41.16,152.73,144.99,20.95,7.59,14.27,21.13,11.68,26.71,15.03,327.04,0.62,0.59,6.71,45.62,0
2020,161,24.4,28.81,41.23,146.48,124.09,21.32,10.49,15.9,21.98,14.46,27.55,13.09,347.36,0.62,0.59,8.12,53.62,0.02
2020,162,25.56,28.96,41.28,148.79,131.77,20.88,12.08,16.48,21.68,14.01,26.99,12.98,355.45,0.62,0.58,9.03,59.88,0.12
2020,163,23.81,27.42,41.33,139.7,121.41,22.98,14.34,18.66,23.15,10.84,27.87,17.03,373.05,0.62,0.59,10.5,61.06,0.75
2020,164,24.96,28.49,41.38,144.25,127.16,25.21,11.64,18.42,25.85,13.17,31.6,18.42,369.88,0.61,0.57,8.97,46.69,0.02
2020,165,22.08,28.44,41.42,145.09,113.83,23.37,12.62,17.99,24.24,17.22,31.4,14.19,384.37,0.61,0.57,9.52,54.38,1.12
2020,166,29.91,30.93,41.45,155.54,150.77,14.11,1.71,7.9,16.08,8.25,17.91,9.66,304.01,0.6,0.57,4.52,45.44,0.14
2020,167,26.88,30.8,41.48,152.32,133.3,13.62,3.38,8.5,15.39,12.34,18.76,6.43,307.47,0.6,0.57,5,53.38,0.01
2020,168,25.65,29.89,41.5,151.02,130.24,13.97,5.36,9.66,14.26,8.72,18.9,10.18,322.05,0.6,0.58,5.8,58.69,0.97
2020,169,29.58,30.96,41.52,156.32,149.79,17.46,5.55,11.51,18.82,17.41,24.58,7.17,327.62,0.6,0.56,5.98,49.69,0.03
2020,170,18.4,29.37,41.53,150,95.66,14.95,7.54,11.25,15.47,9.57,18.38,8.81,348.71,0.6,0.59,6.9,62.81,2.77
2020,171,21.65,30.93,41.54,153.71,107.98,10.79,2.19,6.48,12.32,8.86,14.71,5.86,321.34,0.6,0.58,4.58,57.12,0.52
2020,172,27.79,31.11,41.54,154.28,138.13,11.35,0.5,5.93,13.35,14.2,17.59,3.4,306.67,0.6,0.57,4.09,51,0
2020,173,26.56,31.14,41.54,157.09,134.1,18.47,2.19,10.33,19.15,17.62,26.49,8.87,333.62,0.59,0.55,4.64,37,0
2020,174,16.27,29.97,41.53,150.24,83.91,16.96,6.87,11.91,18.02,16.04,26.33,10.3,373.95,0.59,0.55,6.59,58.25,0.65
2020,175,25.78,30.24,41.51,154.52,131.86,14.93,9.52,12.23,15.96,9.3,19.85,10.55,347.17,0.59,0.57,7.75,71.62,0.38
2020,176,28.79,30.66,41.49,152.92,143.62,16.97,5.57,11.27,18.64,15.93,23.73,7.8,315.63,0.59,0.55,5.86,51.81,0.01
2020,177,18.33,28.45,41.46,141.7,93.32,18.87,8.54,13.7,19.66,9.56,23.58,14.02,365.16,0.59,0.55,7.32,52.56,1.13
2020,178,9.48,27.23,41.43,138.11,51.94,13.51,9.64,11.58,14.58,5.55,15.64,10.08,359.34,0.59,0.63,7.87,78.19,13.83
2020,179,5.76,28.38,41.39,144.46,33.36,9.68,7.2,8.44,9.9,2.91,11.01,8.11,346.62,0.63,0.77,6.65,84.69,21.53
2020,180,19.01,29.64,41.35,148.76,96.81,13.44,6.72,10.08,14.15,11.9,19.37,7.46,339.41,0.65,0.64,6.47,68,2.63
2020,181,28.66,30.81,41.3,155.47,144.84,15.3,7.04,11.17,16.14,8.84,19.92,11.08,322.6,0.64,0.63,6.65,62.5,1.09
2020,182,18.42,28.58,41.24,146.13,95.67,18.84,8.69,13.77,18.68,19.14,27.98,8.84,359.08,0.63,0.61,7.45,54.75,0.87
2020,183,19.41,28.14,41.18,144.49,100.74,16.8,11.8,14.3,17.95,8.93,21.43,12.5,368.84,0.63,0.61,8.97,73.94,0.72
2020,184,22.15,27.83,41.12,143.41,114.95,17.74,13.09,15.42,18.45,12.36,24.92,12.56,372.68,0.63,0.65,9.83,76.31,9.72
2020,185,11.91,26.85,41.05,138.2,63.64,18.19,14.36,16.27,18.9,9.67,22.69,13.02,372.42,0.65,0.7,10.62,80.12,9.71
2020,186,24.57,29.05,40.97,149.17,125.91,17.62,11.42,14.52,18.27,8.92,22.3,13.37,337.21,0.66,0.66,8.73,69.5,0.26
2020,187,24.37,28.88,40.89,145.95,123.03,19.12,10.73,14.93,19.81,11.76,24.28,12.51,344.23,0.65,0.62,8.3,61.31,0.01
2020,188,22.3,28.26,40.8,143.88,114.21,20.29,11.45,15.87,20.37,9.25,23.99,14.74,359.34,0.64,0.62,8.73,58.62,1.31
2020,189,22.53,27.94,40.71,142.64,115.69,21.05,12.3,16.68,21.42,11.2,25.99,14.79,363.47,0.64,0.62,9.28,59.81,1.33
2020,190,26.72,28.67,40.61,148.3,138.16,21.62,12.84,17.23,22.43,12.08,27.23,15.15,361.81,0.63,0.6,9.52,59.94,0.01
2020,191,26.72,28.52,40.51,148.19,138.66,23.48,14.01,18.74,24.08,13.66,29.42,15.77,369.41,0.62,0.59,10.38,58,0
2020,192,26.01,27.73,40.4,144.66,135.88,23.42,15.35,19.38,23.75,13.14,28.78,15.64,381.21,0.62,0.59,11.41,62.06,0.96
2020,193,27.76,28.69,40.28,147.8,143.02,22.24,12.76,17.5,23.12,16.41,29.32,12.9,352.23,0.62,0.58,9.7,59.25,0.02
2020,194,25.78,27.28,40.17,140.52,132.95,24.56,15.1,19.83,25.25,12.55,30.29,17.73,382.19,0.61,0.57,11.29,59.12,0.49
2020,195,29.38,29.4,40.04,151.27,151.59,21.76,11.08,16.42,22.94,14.02,27.98,13.96,341.15,0.61,0.56,8.54,54.31,0
2020,196,26.75,28.4,39.91,147.63,139.11,24.54,12.92,18.73,25.25,15.45,31.48,16.02,371.65,0.6,0.55,9.58,51.56,0
2020,197,28.26,28.68,39.78,148.16,146.21,23.68,12.96,18.32,24.72,13.88,30.04,16.16,352.99,0.6,0.55,9.58,54.44,0
2020,198,28.94,29.15,39.64,150.88,150.13,23.19,8,15.6,24.1,15.01,30.3,15.3,351.59,0.59,0.55,7.02,43.44,0
2020,199,23.97,27.11,39.5,140.02,123.86,25.75,13.4,19.57,26.46,15.97,33.08,17.12,381.16,0.59,0.55,9.95,48.75,0
2020,200,24.8,26.54,39.35,137.16,127.96,27.24,15.13,21.19,27.77,12.77,33.05,20.28,391.36,0.59,0.54,11.11,49.88,0.03
2020,201,27.68,28.19,39.2,145.4,142.87,25.76,11.52,18.64,26.59,14.09,32.83,18.74,369.4,0.58,0.52,8.85,45,0
2020,202,23.28,26.79,39.04,137.74,119.64,25.9,12.41,19.15,26.79,12.26,31.58,19.33,384.84,0.58,0.52,9.4,45.5,0.15
2020,203,12.5,26.02,38.88,135.6,66.66,19.8,13.63,16.71,20.7,7.16,22.48,15.33,394.63,0.58,0.56,10.31,69.12,3.7
2020,204,23.66,27.84,38.72,141.26,119.34,19.32,9.93,14.62,20.88,12.73,25.51,12.79,357.19,0.58,0.55,7.87,57.88,0
2020,205,18.65,27.38,38.55,139.73,95.53,20.1,10.93,15.51,20.97,13.99,27.33,13.33,360.36,0.58,0.53,8.54,59.88,2.01
2020,206,15.96,25.33,38.37,130.75,83.24,20.69,13.8,17.25,22.41,11.08,26.15,15.08,384.66,0.59,0.6,10.31,68.44,7.02
2020,207,7.12,25,38.19,129.25,39.41,16.26,13.12,14.69,16.5,5.59,17.98,12.38,370.69,0.61,0.69,9.89,82.19,12.6
2020,208,21.88,26.77,38.01,136.58,111.07,18.44,9.19,13.81,19.42,12.84,23.93,11.08,350.49,0.61,0.59,7.51,58.81,0.02
2020,209,21.58,25.95,37.83,132.38,110.24,17.8,9.82,13.81,19.28,9.9,22.65,12.74,356.96,0.6,0.58,7.81,62.12,1.13
2020,210,18.61,25.81,37.64,129.48,93.86,17.4,9.27,13.33,18.48,11.16,22.19,11.01,358.25,0.6,0.57,7.57,61.62,0.44
2020,211,19.8,25.47,37.44,127.04,98.95,17.55,8.62,13.08,18.76,8.98,22.14,13.16,345.41,0.6,0.57,7.26,59.44,0.3
2020,212,17.86,25.17,37.25,128.48,91.01,18.48,9.98,14.23,19.23,10.23,23.55,13.32,354.31,0.59,0.56,7.93,59.44,0.29
2020,213,23.22,25.22,37.05,130.55,119.7,20.47,13.06,16.76,21.01,10.93,25.53,14.61,364.34,0.59,0.56,9.7,64.38,0.52
2020,214,25.38,25.87,36.83,134.34,131.34,23.59,12.15,17.87,24.78,15.99,30.94,14.94,356.02,0.59,0.55,9.16,54,0
2020,215,25.45,25.65,36.62,132.62,131.41,24.77,11.94,18.36,25.5,16.24,32.16,15.92,361.83,0.59,0.55,9.03,49.69,0
2020,216,25.11,25.06,36.41,129.8,129.79,25.78,12.3,19.04,26.01,14.34,32.37,18.02,369.45,0.58,0.54,9.22,46.19,0
2020,217,24.35,25.93,36.19,133.82,125.36,22.7,11.52,17.11,23.38,12.09,28.5,16.41,353.55,0.58,0.53,8.79,52.12,0
2020,218,25.97,26.15,35.97,134.55,133.59,22.62,10.51,16.57,23.42,14.52,29.64,15.12,346.07,0.58,0.52,8.18,49.81,0
2020,219,24.23,25.31,35.75,127.35,121.98,23.07,9.74,16.4,23.83,15.66,30.44,14.78,353.25,0.57,0.49,7.75,46.75,0
2020,220,22.54,24.42,35.52,124.67,114.79,24.7,11.17,17.94,25.32,13.52,31.36,17.83,374.7,0.57,0.47,8.61,45.44,0.16
2020,221,15.11,23.33,35.29,119.34,77.71,24.26,12.97,18.62,24.76,10.4,29.58,19.18,394.27,0.57,0.46,9.7,51.56,0.54
2020,222,17.2,23.91,35.06,123.51,88.56,24.23,10.98,17.6,25.05,12.48,31.19,18.71,386.7,0.56,0.45,8.61,45.94,0.3
2020,223,19.56,24.21,34.82,125.93,101.08,22.9,13.29,18.1,23.84,11.62,29.04,17.4,382.48,0.57,0.47,10.07,58.31,4.46
2020,224,14.04,23.38,34.58,120.12,72.76,17.05,11.4,14.23,17.97,7.81,21.48,13.66,365.65,0.57,0.57,8.85,71.12,2.54
2020,225,15.39,23.1,34.33,118.88,79.78,16.46,12.37,14.41,16.96,6.99,20.51,13.51,370.06,0.58,0.62,9.4,78.44,6.65
2020,226,5.88,23.16,34.09,119.85,31.83,14.83,11.42,13.12,15.7,7.77,19.62,11.86,382.59,0.59,0.6,8.79,80.81,2.78
2020,227,19.66,24.29,33.84,121.59,97.95,15.3,7.55,11.42,16.33,8.92,19.98,11.05,338.05,0.59,0.56,6.71,62.56,0.08
2020,228,23.64,24.3,33.59,123.41,119.69,17.7,7.83,12.76,18.6,13.23,23.99,10.76,318.55,0.59,0.55,6.9,55.12,0
2020,229,14.31,23.16,33.33,118.18,73.6,18.27,9.19,13.73,18.26,13.22,24.75,11.53,359.59,0.58,0.55,7.57,57.56,0.58
2020,230,18.66,23.69,33.08,120.86,94.8,17.06,8.77,12.91,18.12,10.62,22.53,11.9,347.3,0.58,0.55,7.45,62.5,0.4
2020,231,17.22,22.78,32.82,115.92,87.67,14.2,7.92,11.06,14.72,6.27,17.13,10.87,346.48,0.58,0.56,6.96,66.69,1.75
2020,232,14.33,22.21,32.55,112.21,73.16,13.63,7.39,10.51,14.26,8.22,17.44,9.23,345,0.58,0.58,6.77,67.75,2.67
2020,233,22.62,23.93,32.29,119.21,112.39,12.89,3.69,8.29,13.7,11.69,18.47,6.79,303.85,0.58,0.56,5.19,57.31,0.35
2020,234,10.79,22.12,32.02,112.84,55.98,12.65,8.23,10.44,13.28,8.13,17.43,9.3,344.06,0.58,0.58,7.08,75.88,2.46
2020,235,14.81,21.33,31.76,108.61,75.99,13.73,9.03,11.38,14.29,9.31,18.55,9.24,335.23,0.58,0.57,7.45,74.94,0.93
2020,236,17.27,21.5,31.48,109.23,87.65,14.83,9.06,11.94,15.92,10.7,20.23,9.52,332.55,0.58,0.56,7.45,71.5,0.39
2020,237,15.39,20.03,31.21,99.38,76.8,13.87,8.71,11.29,15.08,10.59,18.9,8.31,342.34,0.58,0.55,7.26,72.94,0.68
2020,238,16.65,21.3,30.94,106.76,83.13,13.94,6.69,10.31,14.72,10.73,18.9,8.18,338.66,0.58,0.55,6.35,63.94,0.06
